WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,NYJ,NYJ,2,1,0,2,2,0,0,0,2,1,0,1,2,0,0,0
2,NYG,NYG,4,0,0,4,4,0,0,0,2,0,0,2,2,0,0,0
3,CIN,BUF,2,2,0,1,1,1,1,0,2,1,0,2,2,0,0,0
4,NE,BUF,1,1,0,1,1,0,0,0,2,1,0,1,2,0,0,0
5,TEN,TEN,2,0,0,2,2,0,0,0,1,0,0,1,1,0,0,0
6,MIA,BUF,3,3,0,2,2,1,1,0,3,0,0,3,3,0,0,0
8,PHI,BUF,2,0,0,1,2,0,0,0,4,1,0,2,3,1,1,0
9,WAS,BUF,3,1,0,3,3,0,0,0,0,3,0,0,0,0,0,0
10,CLE,CLE,2,0,1,2,2,0,0,0,2,2,0,1,2,0,0,0
11,MIA,MIA,4,3,0,4,4,0,0,0,3,0,0,2,2,0,1,0
12,DEN,BUF,2,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0
13,DAL,DAL,3,2,0,2,3,0,0,0,2,0,0,1,1,1,1,0
14,BAL,BUF,1,3,0,0,0,1,1,0,3,1,0,3,3,0,0,0
15,PIT,PIT,2,1,0,2,2,0,0,0,1,1,0,1,1,0,0,0
16,NE,NE,2,1,0,2,2,0,0,0,2,3,0,1,1,1,1,0
17,NYJ,BUF,0,2,0,0,0,0,0,0,1,2,0,1,1,0,0,0
WC,HOU,HOU,1,4,0,1,1,0,0,0,2,4,0,0,0,2,2,0
